,Unnamed: 0,_id,date,favourites,language,latitude,longitude,retweets,tweet,user
10,10,5c9d52d3dd43f237785f90d7,2019-03-28 23:03:42,0,en,50.123337,-122.95513899999999,0,"#Whistler Lift Status
Whistler Village Gondola is CLOSED",powday_app
11,11,5c9d52ffdd43f237785f90d9,2019-03-28 23:04:26,0,en,33.983795,-118.12484679999999,0,"We're hiring in Montebello, California! Click the link in our bio to apply to this job and more: Administrative Cle… https://t.co/8I17XfHc9O",tmj_lax_cler
12,12,5c9d5301dd43f237785f90db,2019-03-28 23:04:27,0,en,27.96469752,-82.51974949,0,#UlysseNardin #event happening now!! @ Old Northeast Jewelers https://t.co/Kr7TyMct64,OldNEJewelers
13,13,5c9d5323dd43f237785f90dd,2019-03-28 23:05:02,0,en,-6.2026900000000005,106.8141,0,"Good pagi, selamat morning @ Karet Bivak Cemetery https://t.co/TWEAwMcTmw",FeryAriansyah
14,14,5c9d532fdd43f237785f90df,2019-03-28 23:05:13,0,es,-34.54295977,-58.45483153,0,son unos genios los amé🙌🏽gracias por la buena onda❤️ en CeNARD https://t.co/IE4nbi6qNf,franreggiani_
15,15,5c9d5371dd43f237785f90e1,2019-03-28 23:06:20,0,ja,34.65219749,135.49036118,0,I'm at 中開交差点 in 大阪府 https://t.co/S3vuAVvVAO,chijsha
16,16,5c9d53a7dd43f237785f90e3,2019-03-28 23:07:13,0,en,13.0873,-59.5242,0,"Let Barbados Weddings...Beyond Your Imagination!! (https://t.co/UbnNRQdtgA), plan your dream wedding, then sit back… https://t.co/mW0tv5hME2",WeddingBarbados
17,17,5c9d53dddd43f237785f90e5,2019-03-28 23:08:08,0,ja,32.69333333,128.82666667,0,"【08:00時点 13.9℃ 91％】
14.9~12.7℃
＝長崎県五島市 #gotou #五島 https://t.co/fVB50fyqVu",mgn_gotou
18,18,5c9d53e0dd43f237785f90e7,2019-03-28 23:08:11,0,en,40.07833333,-74.82388889,0,"Temperature 55.9°F, Falling. Humidity 39%. Wind 1.0mph W. Wind Chill 55.9°F. Barometer 30.201in, Falling. Rain today 0.00 in. #NJwx",BurlingtonNJWx
19,19,5c9d5416dd43f237785f90e9,2019-03-28 23:09:04,0,ja,42.92166667,143.21166667,0,"【08:00時点 0.0℃ 48％ 0cm】
0.2~-3.2℃
★注意報:乾燥
＝北海道帯広市 #obihiro #帯広 https://t.co/SM0WrRA5Na",mgn_obihiro
20,20,5c9d542bdd43f237785f90eb,2019-03-28 23:09:25,0,es,19.4326,-99.1332,0,#menstyle #mylife #mylifestyle #look #picture #photography #actor #actorslife #actors #shooting #myjob #working… https://t.co/k9KaXzNhvJ,eduardogarzonmx
21,21,5c9d542bdd43f237785f90ed,2019-03-28 23:09:26,0,pt,-25.44971223,-49.24407348,0,🌞 em ASPS https://t.co/cijb7P9naO,lugasoni
22,22,5c9d5442dd43f237785f90ef,2019-03-28 23:09:49,0,en,37.25233041,-121.86309814,0,"To be in TRANSITION... That can mean many things 

I move the way I move due to so many influences I've had growing… https://t.co/UHUqIfPtrn",TheRealWavyD
23,23,5c9d549ddd43f237785f90f1,2019-03-28 23:11:19,0,en,25.10497275,55.14814854,0,To the Penthouse Please 💃🏻 @ The Penthouse at FIVE Palm Jumeirah https://t.co/UuO9orUcef,LauraStewart18
24,24,5c9d54afdd43f237785f90f3,2019-03-28 23:11:38,0,ja,35.51491267,136.85389601,0,"さぁ！高山行きますか！ (@ 道の駅 武芸川 in 関市, 岐阜県) https://t.co/kEtXyaMehc",ms_delight186
25,25,5c9d54c3dd43f237785f90f5,2019-03-28 23:11:58,0,ja,35.831573,139.56091,0,"🗻☀チャレンジ失敗😭😭🌸桜は三分～五分咲き🌸 (@ 東武東上線 柳瀬川橋梁 in 志木市/富士見市, 埼玉県) https://t.co/7wr01jc68N",kugyuryavka
26,26,5c9d54d8dd43f237785f90f7,2019-03-28 23:12:19,0,en,18.46539562,-66.11412914,0,"I'm at Pirilo Pizza Rústica in San Juan, PR https://t.co/po1vzVB870",rgriveera_
27,27,5c9d54e6dd43f237785f90f9,2019-03-28 23:12:32,0,fr,48.87175566,2.3037659,0,"Tu viens plus aux soirees...?! at #GaleriesLafayetteChampsElysées Opening.
.
#Portrait #Zefashioninsider #LeicaQ… https://t.co/XzKDe8EamU",velvetinsider
28,28,5c9d551ddd43f237785f90fb,2019-03-28 23:13:27,0,en,27.96469752,-82.51974949,0,#UlysseNardin #event happening now!! @ Old Northeast Jewelers https://t.co/MYoJxzHFkA,OldNEJewelers
29,29,5c9d5533dd43f237785f90fd,2019-03-28 23:13:50,0,ja,34.98531752,135.75895907,0,"I'm at 京都駅 in 京都市, 京都府 https://t.co/xppfVR4cQd",Feru54604
30,30,5c9d5548dd43f237785f90ff,2019-03-28 23:14:10,0,en,37.20895720000001,-93.2922989,0,"Join the Mercy Health team! See our latest job opening here: https://t.co/PyXMJFq4QB #Insurance #Springfield, MO",tmj_insjobs
31,31,5c9d5553dd43f237785f9101,2019-03-28 23:14:21,0,it,41.90310759,12.481874000000001,0,"#lascuoladellescimmie alla @salaumberto 
“Sacrifichiamo tutti un po’ di libertà per la comodità” #teatro @ Teatro S… https://t.co/FBgOlfMbcj",Callipigia3
32,32,5c9d5553dd43f237785f9103,2019-03-28 23:14:22,0,en,37.61669922,-122.37917808,0,@FireHazardCat @rukatiger Woo woo yeah yeah.,FlipBunny
33,33,5c9d555edd43f237785f9105,2019-03-28 23:14:32,0,en,2.7542631,101.70455827,0,"Safe journey! (@ Kuala Lumpur International Airport - @my_airports in Sepang, Selangor) https://t.co/hl88p5xcw7",rafiqromayli
34,34,5c9d55aadd43f237785f9107,2019-03-28 23:15:48,0,pt,-5.08568623,-42.75869146,0,georgianoneto em Em Algum Lugar Em Teresina https://t.co/RN2y0ceiK5,aguiaexpressrh
35,35,5c9d55bfdd43f237785f9109,2019-03-28 23:16:10,0,en,47.67902,-117.3755,0,Serious fire in #Spokane on Upriver Dr Both EB/WB west of N Stone St #traffic https://t.co/eeH42LFLtb,TotalTrafficSPO
36,36,5c9d55ebdd43f237785f910b,2019-03-28 23:16:54,0,en,30.4855995,-87.19957729999999,0,Just a small sampling of some of the sweet swag available with purchases during tonight's event.  Come on down and… https://t.co/3SJfeVv127,CordovaCigars
37,37,5c9d5614dd43f237785f910d,2019-03-28 23:17:35,0,ja,34.73906207,135.34799745,0,"I'm at JR 西宮駅 - @jrwest_kinki_a in 西宮市, 兵庫県 https://t.co/Ln8NLvQfMi",helemaroid
38,38,5c9d5620dd43f237785f910f,2019-03-28 23:17:46,0,en,-7.498889999999999,110.37799999999999,0,"Good Morning Merapi...

 #PesonaMagelang 
#WisataMagelang 
#GenPIMagelang 
#merapi
#GenPIJateng 
#genpikedu… https://t.co/69HLRDgdT0",ketep_pass
39,39,5c9d5622dd43f237785f9111,2019-03-28 23:17:49,0,en,50.9312438,-2.9269083,0,@PhilPinfold Many vote for their local MP based on the prospective PM,NeilJIrving24
40,40,5c9d5630dd43f237785f9113,2019-03-28 23:18:03,0,de,52.574323,13.509637,0,I'm at Amsel-Apotheke in Berlin https://t.co/EZg3r6I4o3,Wally44
41,41,5c9d563ddd43f237785f9115,2019-03-28 23:18:16,0,pt,-21.7531861,-41.3333791,0,Parabéns Campos dos Goytacazes pelos 183 anos!!! 👏🏼👏🏼👏🏼👏🏼👏🏼 em Liceu de Humanidades de Campos https://t.co/WCKtG4fiAl,lncunha
42,42,5c9d564cdd43f237785f9117,2019-03-28 23:18:31,0,en,37.9781,-122.031,0,"Yeah, you’re not alone. I can’t read that gibberish either. #epicfail #CalDOT #california #dot… https://t.co/iU1PieQmrC",CaliJonathan
43,43,5c9d5690dd43f237785f9119,2019-03-28 23:19:38,0,pt,-26.2306,-51.08665,0,# Mãe natureza perfeita.. em União da Vitória https://t.co/7ttap5mQ3t,PROFIRANWOLF
44,44,5c9d5714dd43f237785f911b,2019-03-28 23:21:51,0,en,28.4812,-82.5436,0,"Foxhound Crew Laser Fighter. 🤫
#Okami352
#GTAOnline
#RockStarGames
#Laser
#FoxHound @ Spring Hill, Florida https://t.co/COAiybjgP3",Okami352
45,45,5c9d5758dd43f237785f911d,2019-03-28 23:22:58,0,pt,-23.48951075,-46.57524275,0,"Drummer Trainee - Aulas de Bateria
Prof @Batera_Vini .
https://t.co/UzYuMk2HkU
.
.
.
.
.
.
.
.
.
.
.
.
.… https://t.co/z9mnNTonAC",Music_Training
46,46,5c9d5791dd43f237785f911f,2019-03-28 23:23:55,0,es,19.34490424,-99.20488234,0,#Tbt A lo largo de mi carrera periodística he entrevistado a grandes Estrellas. Aquí hace once años con miguelbose… https://t.co/L4qETAyjV5,ricardojescobar
47,47,5c9d579ddd43f237785f9121,2019-03-28 23:24:08,0,en,36.8638688,-119.77155630000001,0,"Join the Supplemental Health Care team! See our latest #Nursing job openings, including ""Travel CVICU Registered Nu… https://t.co/itsS22tD4B",tmj_fre_nursing
48,48,5c9d57d7dd43f237785f9123,2019-03-28 23:25:05,0,en,33.7195551,-116.3811699,0,@indigoautogroup porschepalmsprings spiced things up this year @FashionWeekEP 😉 Which one would you drive off the r… https://t.co/9MUofYeJ21,FashionWeekEP
49,49,5c9d57f3dd43f237785f9125,2019-03-28 23:25:33,0,en,-15.4586,-55.74828,0,"#tbt da Chapada!
#destinosturisticosmt ⛰️ em Chapada dos Guimarães https://t.co/7AAgM8m6Vz",lucasbaze
50,50,5c9d57fddd43f237785f9127,2019-03-28 23:25:44,0,en,32.850541,-96.72845799999999,0,I just finished cycling 19.75 miles in 1h:47m:46s with #Endomondo #endorphins https://t.co/AvxbooXZrn,artieanderson
51,51,5c9d5850dd43f237785f9129,2019-03-28 23:27:07,0,en,42.328678000000004,-122.87204399999999,0,"This job is now open at Lithia Motors in #Medford, OR. Follow us and turn on mobile alerts to hear about jobs like… https://t.co/8gdiHf3HqU",tmj_OR_facmgmt
52,52,5c9d5857dd43f237785f912b,2019-03-28 23:27:14,0,en,32.54098872,-94.72993076,0,Just posted a photo @ Chick-fil-A 4th Street https://t.co/KcOfvuAHUF,fumcyouthlg
53,53,5c9d58aadd43f237785f912d,2019-03-28 23:28:37,0,es,19.43391571,-99.14173240000001,0,#CDMX en Zocalo Capitalino Ciudad de Mexico https://t.co/jjwcgmU1MD,PonchoTF
54,54,5c9d58ebdd43f237785f912f,2019-03-28 23:29:42,0,ja,36.7543767,139.94617029,0,"かたおかー (@ 片岡駅 in 矢板市, 栃木県) https://t.co/U8j1fUgMQI",utsuyama_QB
55,55,5c9d58eedd43f237785f9131,2019-03-28 23:29:45,0,pt,-25.39861111,-49.03861111,0,"Wind 0,6 kts ENE. Barometer 1024,6 hPa, Rising slowly. Temperature 16,9 °C. Rain today 0,9 mm. Humidity 84%",asinelli77
56,56,5c9d58f6dd43f237785f9133,2019-03-28 23:29:52,0,en,51.115390999999995,-0.188198,0,"Lent Photo-A-Day 2019 : Day Twenty Three, Name. So....What’s in a name?

Alison comes from the Norman French diminu… https://t.co/PiOVCx4xsM",alibeeson
57,57,5c9d58f8dd43f237785f9135,2019-03-28 23:29:55,0,en,34.0522,-118.243,0,"Time to myself......#theselastreets #selfie #snapchatfilters @ Los Angeles, California https://t.co/mUjrLDDhYj",peachymoto
58,58,5c9d590ddd43f237785f9137,2019-03-28 23:30:16,0,en,40.74026365,-73.98951046,0,"I'm at Obicà Mozzarella Bar Pizza e Cucina - @obicarestaurant in New York, NY https://t.co/bpNgOzYkJv",Missy13813
59,59,5c9d5930dd43f237785f9139,2019-03-28 23:30:50,0,en,25.784475699999998,-80.19313559999999,0,See you this morning 5am - 7am @ Space Terrace for Paradise w/ @jamiejonesmusic &amp; guests! paradiseprds… https://t.co/yWpU7dlzBG,DannyTenagliaDJ
60,60,5c9d5945dd43f237785f913b,2019-03-28 23:31:11,0,en,36.10716133,-115.17358303,0,Like Unc troubleman31 says It’s In you and Not on U #FuckGucci #BoycottStillOn #IgbodoLife #Brocation2019 @ Gucci https://t.co/t3f5Z8KesQ,AnthonyIgbodo
61,61,5c9d5947dd43f237785f913d,2019-03-28 23:31:13,0,en,41.0616,-74.12476,0,#cigaraficionado #cigarporn #cigaraddict #instacigars #stogies #cigarculture #cigarlover #cigarsociety… https://t.co/iFBkNO58Il,CIGARWORLDNJ
62,62,5c9d5968dd43f237785f913f,2019-03-28 23:31:46,0,en,24.4667,54.3667,0,"I wanna straight out my arms, to show the world that happiness is in your ❤️. #lgbtq🌈 #likeforlikes #instagram… https://t.co/ogb38VUNTA",darkfonzy17
63,63,5c9d5979dd43f237785f9141,2019-03-28 23:32:04,0,en,41.2452,-80.7433,0,"Afro of the day @ Howland Center, Ohio https://t.co/FkzLb4iBzA",mikaltom53
64,64,5c9d59a0dd43f237785f9143,2019-03-28 23:32:42,0,en,40.2731139,-111.69001809999999,0,"Can you recommend anyone for this Cook job in Orem, UT? Click the link in our bio to see it and more. Line Cooks at… https://t.co/SeuOpWTtuG",tmj_ut_hrta
65,65,5c9d59a7dd43f237785f9145,2019-03-28 23:32:50,0,en,40.858230600000006,-80.2867584,0,"Fri-Yay!  
#ifitsfridayitmustbepizza #antipastasquares #Friday @ Katy's - Homestyle Bakery &amp; More https://t.co/sE7Up46K1Q",KatysBakedGoods
66,66,5c9d59ccdd43f237785f9147,2019-03-28 23:33:26,0,es,-34.6033,-58.3817,0,💟 en Villa Urquiza https://t.co/1vWW6NE4Ux,SstefiUtrera
67,67,5c9d59e6dd43f237785f9149,2019-03-28 23:33:52,0,en,38.7252,-77.1073,0,"Beautiful night for Lacrosse coverage! #GoMajors #AthleticTraining #BeatTCwilliams @ Mount Vernon, Virginia https://t.co/UG5VzosYBH",Ascott_76
68,68,5c9d5a08dd43f237785f914b,2019-03-28 23:34:27,0,ja,37.56709041,127.00963020000002,0,"📸📸📸#seoulfashionweek .
 감사합니다🙏✨ kimseol_221
seoulfashionweek_official #streetstyle .
.
.
.
.
#streetphotography… https://t.co/mlIDxpfLO7",ckq7Zrn8
69,69,5c9d5a10dd43f237785f914d,2019-03-28 23:34:35,0,pt,-29.79570868,-51.15491285,0,Quando a gente vê que o jornal de Pernambuco é muito mais legal que o do RS 📰🗞 em Unisinos https://t.co/Yv1iVBgZMC,AmandaKr0hn
70,70,5c9d5a48dd43f237785f914f,2019-03-28 23:35:31,0,en,-30.032712699999998,-51.22132905,0,"I'm at Prédio 11209 - @ufrgsnoticias in Porto Alegre, RS https://t.co/o6My20dLaI",clovisgomes
71,71,5c9d5a49dd43f237785f9151,2019-03-28 23:35:31,0,en,22.3167,114.28299999999999,0,"I forgot what an awful experience moving house is, but this morning it seems to have all been worthwhile 😁 Hello Cl… https://t.co/64zYJUSYUi",nictinworth
72,72,5c9d5a51dd43f237785f9153,2019-03-28 23:35:39,0,pt,-27.42927653,-48.45839981,0,"Colocando umas folhas na cara mesmo 🍂 em Praia De Canasvieiras, Florianopolis, Brasil https://t.co/AQBxhB2LVv",DaniielaP__
73,73,5c9d5a51dd43f237785f9155,2019-03-28 23:35:39,0,en,13.69208659,100.75460358,0,"I‘m coming home..I‘m coming home (@ Royal Silk Lounge in Bang Phli, Samut Prakan) https://t.co/9dY1qckDh3 https://t.co/ziKRH4gMGT",P4tch4riyaholic
74,74,5c9d5a53dd43f237785f9157,2019-03-28 23:35:42,0,en,34.0522,-118.243,0,#throwbackthursday #vanhalen #vanhagar #eddievanhalen #evh #sammyhagar #michaelanthony #alexvanhalen #vanhalenfan… https://t.co/ni98de73T9,amhiggins3284
75,75,5c9d5ad0dd43f237785f9159,2019-03-28 23:37:47,0,pt,-19.90081,-43.93335,0,"E vamos aos treinos... 🎲 #PlayAndPlay  
Essa Decade Maple é incrível... Projeção sonoridade... Wowww! Top!!!!

***… https://t.co/axnLdqUhck",MarcioZarzir
76,76,5c9d5af1dd43f237785f915b,2019-03-28 23:38:20,0,en,42.33138889,-83.13297857,0,"Today we got some tacos and some enchiladas, and a burrito from Señor Lopez. @ Senor Lopez Taqueria Mexican Restaur… https://t.co/IY38aKIjTF",Yanasexual
77,77,5c9d5af8dd43f237785f915d,2019-03-28 23:38:26,0,en,45.32475457,-118.0872345,0,I'm at City of La Grande in OR https://t.co/823UFn29qA,rplandry1964
78,78,5c9d5b66dd43f237785f915f,2019-03-28 23:40:16,0,en,42.3592,-71.14823,0,Tomorrow is gunna be oh so fun when I ask @RealTroyBrown80 to sign something so I can sell it in my Etsy shop 😂😂 ju… https://t.co/cHfMrhiOIL,YaGirlCorinne
79,79,5c9d5b79dd43f237785f9161,2019-03-28 23:40:36,0,en,34.1449781,-118.3696358,0,Revealing the Garland Ballroom was impressive and beautiful... we have West Coast Music’s 22 piece band entertainin… https://t.co/vQ1TGdk2G7,AnnaVCano
80,80,5c9d5b9add43f237785f9163,2019-03-28 23:41:09,0,en,36.81668,-76.0682949,0,"Exploring the amazing world of #winetasting 
#ohshefancy 
#duchess🇧🇿 @ Cooper's Hawk Winery &amp; Restaurant https://t.co/IbvxkLjit4",LadyJaszy
81,81,5c9d5bb4dd43f237785f9165,2019-03-28 23:41:34,0,en,47.65515225,-117.4245259,0,"""One cannot think well, love well, sleep well, if one has not dined well"" -Virginia Woolf 

📸 @kshawlee_ @ Steam Pl… https://t.co/1hc59OGrDn",The_SteamPlant
82,82,5c9d5bc0dd43f237785f9167,2019-03-28 23:41:47,0,ja,34.69634618,135.5340388,0,"I'm at JR 京橋駅 in 大阪市, 大阪府 https://t.co/rYu38Wneu6",keihanujisen75
83,83,5c9d5bcfdd43f237785f9169,2019-03-28 23:42:02,0,pt,-30.0291,-51.2208,0,"O tempo é rei. ⏳ em Porto Alegre, Rio Grande do Sul https://t.co/SbRUVcp4ac",cllaytonfac
84,84,5c9d5be4dd43f237785f916b,2019-03-28 23:42:23,0,en,30.75982327,-89.84529428,0,So proud of myself for being inducted to Phi Theta Kappa Honor Society tonight! Also excited to take a picture with… https://t.co/WgCNVLkMH6,mariedcrockett
85,85,5c9d5bf2dd43f237785f916d,2019-03-28 23:42:36,0,en,57.61424,-3.0975,0,Speyside paddock.            #speyside #fochabers  #blackandwhite #leicaq #leica #blackandwhitephotography… https://t.co/BCQrjRa2wM,JohnFerguson26
86,86,5c9d5bf3dd43f237785f916f,2019-03-28 23:42:38,0,ja,33.57370447,130.40627179999998,0,"I'm at 西鉄平尾駅 in 福岡市, 福岡県 https://t.co/Ar7Tftvr3b",brassband_since
87,87,5c9d5bf6dd43f237785f9171,2019-03-28 23:42:40,0,en,41.28888889,-73.92,0,"#Mets #LetsGoMets #YouGottaBelieve #MrMet #MrsMet #WorldSeries2019 @ Peekskill, New York https://t.co/2zmNpstW9T",MaryAnnMcCarra
88,88,5c9d5c0add43f237785f9173,2019-03-28 23:43:01,0,en,45.526422,-122.579039,0,"ACCIDENT - NON INJURY at NE 82ND AVE / NE GLISAN ST, PORTLAND, OR [Portland Police #PP19000099583] 16:21 #pdx911",pdxpolicelog
89,89,5c9d5c15dd43f237785f9175,2019-03-28 23:43:11,0,ja,35.6742768,139.7497229,0,"7・8分ですかね！ (@ 外務省 - @mofajapan_jp in 千代田区, 東京都) https://t.co/xb4xmUKyeo https://t.co/Xnnckz8YdV",UrawaReds_japan
90,90,5c9d5c24dd43f237785f9177,2019-03-28 23:43:27,0,en,38.89896249,-77.050569,0,#acai 🙏🏽🙌🏽❤️ @ South Block GWU https://t.co/Q1sl8P0usv,carlosimani
91,91,5c9d5c2fdd43f237785f9179,2019-03-28 23:43:37,0,en,35.82255804,-78.62053016,0,"I'm at @BurgerFi in Raleigh, NC https://t.co/vHMLhsExBD",BdayQueenFeb13
92,92,5c9d5c42dd43f237785f917b,2019-03-28 23:43:57,0,es,-31.2937397,-64.3087628,0,@RosadeLejos6 cuando me puteen te llamo,AnastasiaPanero
93,93,5c9d5c4ddd43f237785f917d,2019-03-28 23:44:07,0,en,40.2611,-76.8839,0,Drinking a LolliHop Dry-Hopped Double IPA by @TroegsBeer at @aroogasdowntown — https://t.co/f5gpBkFELv,JimmyKoury
94,94,5c9d5c61dd43f237785f917f,2019-03-28 23:44:28,0,en,25.27401843,51.51239276,0,👬👬👭👫 #friendstokeep @ The Manhattan FISH MARKET Qatar https://t.co/yyE8FXWDka,dyanesful23
95,95,5c9d5c78dd43f237785f9181,2019-03-28 23:44:50,0,pt,-22.67596944,-43.2886594,0,Comemorando o aniversário da Tati em Restaurante Frontera Caxias https://t.co/jJGpMlHZgm,michaelprata25
96,96,5c9d5c7cdd43f237785f9183,2019-03-28 23:44:54,0,en,39.5449717,-84.29670229999999,0,7th Boys - Pool B - Northern Avengers Black def. Kingdom Dynasty - Riehle 44-19 @exposurebball,kingdomsprts
97,97,5c9d5c83dd43f237785f9185,2019-03-28 23:45:02,0,en-gb,13.8420802,100.51391602,0,Brunei: Thông qua điều luật mới cho phép ném đá người LGBT https://t.co/4iZB8fluh9,PairsonnalitesA
98,98,5c9d5c9bdd43f237785f9187,2019-03-28 23:45:25,0,fr,48.8567,2.3508,0,"#LeTopOfTheTop of the #Prod /On va finir sur la #ReView de #Press/ Le #Cosby #Republique à Paris, France https://t.co/7PfFdiKr2l",FreudiiOwii
99,99,5c9d5ca3dd43f237785f9189,2019-03-28 23:45:33,0,pt,-21.17733226,-47.81775897,0,"Participação na seção solene da Moção de Aplausos para nossa companheira e amiga do RC RP Norte, Verá Trivelato em… https://t.co/UY3WpBS588",Hencrer
100,100,5c9d5cacdd43f237785f918b,2019-03-28 23:45:42,0,en,38.558840000000004,-121.3796,0,"Accident, shoulder blocked in #RanchoCordova on US-50 WB before Watt Ave #traffic https://t.co/c3uk72Dbcx",TotalTrafficSMF
101,101,5c9d5cb9dd43f237785f918d,2019-03-28 23:45:56,0,es,20.68147,-103.42285,0,"Rusia declaró hoy que sus militares permanecerán en Venezuela el tiempo que los necesite el Gobierno venezolano, y… https://t.co/L0Iz5iiC1K",teamguaido
102,102,5c9d5cb9dd43f237785f918f,2019-03-28 23:45:56,0,en,34.04462,-118.25178000000001,0,"#LAFW
Anthony Rubio
Women's Wear &amp; Canine Couture
artheartsfashion 

Photo by @ProductionsBlur of @romancepariscom… https://t.co/NPqETWL0qo",AnthonyRubio01
103,103,5c9d5ce5dd43f237785f9191,2019-03-28 23:46:40,0,ja,34.53950575,135.81686676,0,"I'm at セブンイレブン 田原本味間店 - @711sej in 田原本町, 奈良県 https://t.co/bY38EUyjM2",hoeenet
104,104,5c9d5ce5dd43f237785f9193,2019-03-28 23:46:40,0,en,35.1426,-90.0524,0,"Plotting. @ Memphis, Tennessee https://t.co/T627sw1uTa",EarthWindFire82
105,105,5c9d5ceedd43f237785f9195,2019-03-28 23:46:48,0,en,2.74472532,101.68538215,0,"bekpes (@ PappaRich in Sepang, Selangor w/ @boyootmarzuki) https://t.co/J6pmznF2NO",ezzamokhtar
106,106,5c9d5d03dd43f237785f9197,2019-03-28 23:47:09,0,pt,-23.719,-46.5611,0,"©️
ADQUIRA JÁ ESSE E MUITOS OUTROS PRODUTOS IMPORTADOS PELO MELHOR PREÇO. RECEBA NOSSAS MENSAGENS DE OFERTAS E PROM… https://t.co/zr2249Q0NI",diegoocastilhoo
107,107,5c9d5d09dd43f237785f9199,2019-03-28 23:47:15,0,en,-8.04990551,-34.95224428,0,Mais um #tbt pq eu n to saindo de casa 😩😂 em UFPE - Universidade Federal de Pernambuco https://t.co/3KT0LRr8nO,lesooouza
108,108,5c9d5d0ddd43f237785f919b,2019-03-28 23:47:20,0,ja,33.86793,130.80455,0,"I'm at 春の町五丁目交差点 in 北九州市, 福岡県 https://t.co/ngr5xzJ8OX",abura3Z
109,109,5c9d5d1cdd43f237785f919d,2019-03-28 23:47:34,0,pt,38.80548508,-9.09780793,0,"Chegaram mais livros 📚 cérebro. 
#joselias #cerebro 🤔🦍🌏🏛
#Joselias #Bobadela em Bobadela, Lisboa, Portugal https://t.co/17TnruaNQL",JoseRamalho_PT
110,110,5c9d5d29dd43f237785f919f,2019-03-28 23:47:47,0,en,25.79310032,-80.12960713,0,It’s Just A Vibe ‼️‼️‼️ @ 17th And Collins https://t.co/UomvIs0jjM,BigHeff
111,111,5c9d5d2cdd43f237785f91a1,2019-03-28 23:47:51,0,en,18.4715,-69.8927,0,"La colección de lujo moderna de tus sueños sólo nosotros la hacemos realidad, tus espacios nunca lucirán mejor, la… https://t.co/3hEWiN44lJ",casaroyalrd
112,112,5c9d5d31dd43f237785f91a3,2019-03-28 23:47:55,0,en,34.95343,-81.9298699,0,Don’t freak out! This is for you buddy! Here goes nothing! @ Spartanburg Little Theatre https://t.co/5mgxVDM6pj,Dmbailey1987
113,113,5c9d5d33dd43f237785f91a5,2019-03-28 23:47:57,0,en,31.22733789,121.44316659,0,Just posted a photo @ Jing'an Shanghai 上海 靜安 https://t.co/KXDKkroVMl,MookieWilson7
114,114,5c9d5d5fdd43f237785f91a7,2019-03-28 23:48:42,0,en,49.37327,-122.97203999999999,0,Gorgeous #bluebird #Sky day 💞#followyourblyss @ Dog Mountain https://t.co/Xh9hmXIbyE,siobhanisblyss
